,id_поста,text_tokens,text_length,preprocessed_comments
268,13429,,0,"[('бляять жизненно', 2), ('данил кладницкий хороший мем держать', 5), ('говорить великий поэт', 3), ('друг умереть', 2), ('мем топ', 2), ('сложный мем', 2), ('олд бат голд', 3)]"
269,13418,,0,"[('', 0), ('дистант', 1), ('приказ персистентный вещь исправить нужно выпустить новый приказ', 8), ('спонсор сегодняшний мем хороший ватермарка мем', 6), ('давид смешной мем держать', 4), ('очко сидеть', 2)]"
270,13412,,0,"[('ый пункт', 2), ('пункт утратить свой сила', 4), ('обижать автор', 2), ('видимо пункт стоить знать писаться тся ться', 7), ('лаба списывать обязательно', 3)]"
271,13399,,0,"[('нахуй', 1)]"
272,13394,анон выцепята толпа отпиздить рискнуть,5,"[('видеть пост группа который рисовать итмый картинка обрезать рисунок', 9), ('полотно успеть вс время измениться', 5)]"
273,13324,товарищ связь координатор боевой действие пб сметь доложить год итмый союз вуз рф смочь продолжительный время удержать совить позиция полотно сожаление получить нож спина наш бывший союзник итис который пригреть свой лого поздний вступление союз хотеть отметить наш воин достойно держаться отблагодарить следующий вуз который поддерживать поддерживать сей пора мая московский авиационный институт мэи московский энергетический институт лэти санкт петербургский государственный электротехнический университет спбгута санкт петерб ргский госуд рственный университ телекоммуник ций проф м бонч бруевич московский питерский политех мифь число обнинский филиал московский инженерный физический институт гуап санкт петербургский государственный университет аэрокосмический приборостроение угата уфимский государственный авиационный технический университет миит российский университет транспорт мтуся московский технический университет связь информатика урфа уральский федеральный университет бфу балти йский федёр льный университ менить иммануи нта ипаит институт приборостроение автоматизация информационный технология огу тургенев хотеться отметить итсорический хуйня забытый забытый,137,"[('позорник отфотошопить полотно удалить комментарий осознать свой неправота', 8), ('война война меняться', 3), ('', 0), ('', 0), ('итис', 1), ('', 0), ('', 0), ('', 0), ('ямыитмый', 1), ('', 0), ('привет шмэтокрыть', 2), ('меч', 1), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('умный человек хесуса монобровь рисовать', 5), ('', 0), ('угата топ', 2), ('нибыть мочь объяснить происходить вообще знать ваш итис ещ пб ч м смысл полотно твориться комментарий', 16)]"
274,13284,привет присоединяться защищать итмый полотно весь информация беседа очень хватать человек поэтому важный каждый лень самостоятельно ставить пиксель информация поставить бот,21,"[('честь итмый полотно вопрос обстоять', 5), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('', 0), ('ботеры говноеда', 2), ('', 0), ('', 0), ('', 0), ('поддержка итмый', 2)]"
275,13259,,0,"[('нихуй курс ходить завтра жиза', 5), ('молодеть', 1), ('жиза', 1), ('собачка ещ место поменять', 4), ('четвёртый курс небо облако юность сапог', 6), ('подключаться пара подключаться', 3), ('диниса некит привет', 3), ('й неделя никуда ходить делать нужно день спросить нужно делать', 10)]"
276,13235,открываться коворкинг мощный комп студент,5,"[('ясно александр причёска билан ещ хуёвый юмор объяснить шутка', 9), ('нибыть майнер поставить', 3), ('флешка ещ флешка смокнуть', 4), ('приходить сентябрь первый курс алгос заливать задача псмс', 8)]"
277,13215,,0,"[('', 0), ('квартал призрак', 2), ('цитадель', 1), ('игра', 1), ('кондатьер', 1)]"
278,13179,,0,"[('господь жизель', 2), ('жизненно', 1), ('', 0)]"
279,13173,,0,"[('пиздатый мем', 2), ('весь эвакуировать забыть', 3), ('затопить', 1), ('снова обвалиться', 2)]"
280,13169,,0,"[('первый нетрадиционный', 2), ('', 0)]"
281,13098,,0,"[('ооо женя привет', 3), ('ооо женя привет', 3), ('ооо привет женя погода кронштадт', 5), ('женя ус отрастить', 3), ('женя мем делать', 3), ('засрали коммент', 2), ('евгений добрый вечер вступить самый хороший итмый клуб', 8), ('женя нынче модно делать мем ещ кронштадт', 7), ('происходить', 1), ('', 0), ('', 0), ('', 0)]"
282,13082,,0,"[('набор первак', 2), ('осторожный указанный срок действие соответствовать действительность', 6), ('оптом купить', 2), ('саша хватить делать мем жд м фотка выезд адаптер', 9), ('смешно', 1), ('', 0)]"
283,13076,,0,"[('', 0), ('помнить лекция', 2), ('пояснительный бригада', 2)]"
284,13062,,0,"[('цистерна говно автор ещ цистерна говно автор ещ смокнуть', 9), ('квалить контент', 2), ('погрязнуть слой постирония', 3)]"
285,13060,,0,"[('ч', 1), ('уш л нейро', 3)]"
286,13053,,0,"[('затянутый арка который невозможно смотреть', 5), ('аниме хотеть', 2), ('', 0)]"
287,13016,,0,"[('', 0), ('итмошник рот рабочий', 3), ('', 0), ('', 0), ('', 0), ('', 0)]"
288,13014,начать делать дискру,3,"[('', 0), ('ось', 1), ('нейро изя дискра человек подумать нейро изя вс', 8)]"
289,13006,,0,"[('ясно ктшник добраться итмем', 4), ('ещ слышать', 2), ('', 0), ('идти делать дм мем задача', 5), ('вс ясно автор первак', 4)]"
290,12988,баный рот итмый сука сделать делать ч дебил ч ебануть действить натура ебануть сидеть чесать зум стоить грита ещё ссылка дать посмотреть твой мать корпус делать глаз мудак баный делать корпус ранний делать дистанционно дегенерат ебучий пока делать дебил ёбаный сука происходить итм хуитм ч действительно идиот дифичента баный ваш рот ч делать закрытый карантин баный твой рот хуй закрытый коронавирус пройти глаз мочь сей пора закрытый смотреть баный твой рот ч степик курс берет сука баный падло блядский составитель расписание мудила гороховый дистанционно очный курс мочь заочно ходить долбо баный доказать доказать мудила ебучаять преподавать сука баный падло смотреть рот твой ебал зззаря блядь покупать курс степик ч ебануть сука правительство указ мудила дистанционно вести коронавирус кончиться ч бредить баный твой рот вести ч бредить сука успокоиться посмотреть курс идти дегенеративный хуйло бредить ч бредить лагать кусок дерьмо мочь заменить очный занятие ч дурак исправить подключение баный козёл фак ю булщит щит специально специально рассказать исполнять ч дебил хотеть ч дебил сука студент давать вообще выбор заниматься очно заочно ч посмотреть мудить гороховый спрашивать спрашивать студент мудила ч твой мать очный курс идти занятие заочно ч дурак ёбаный твой рот ч кретин хотеть сказать хотеть дегенеративный кретин понимать говорить вообще говорить говорить очный курс заочно вести смотреть заходить конференция,210,"[('нихуй паста', 2), ('дистанционка круто единственный некрутой называть самообучение формат заочки посмотреть лекция студент сделать задание экзамен прийти дистанционка неприемлить', 17), ('', 0), ('', 0), ('сука нормально общаться хуйня вообще читать паста', 7)]"
291,12977,л щербаков чбд устать считать тупой начать дистанционно учиться итмый,10,"[('почему весь должный интересно', 4), ('заходить зум переименовываться ютуба канал устать считать тупой начать дистанционно учиться итмый мем итмем готовый итмем сожр', 17), ('чбд понимать', 2), ('алик', 1), ('уводь ребята', 2), ('пожалеть ихний мать', 3), ('ващеть щербаков алек', 3), ('алек', 1), ('', 0)]"
292,12964,,0,"[('саша смешной мем', 3), ('', 0), ('курить влюбляться лоб высечь жизнь дать отдать физика', 8), ('человек убивать', 2), ('физика', 1), ('приша л физика носиться долг физика', 6)]"
293,12952,памятка вуц итмый солдат должный поддерживать свой физический форма время добрый часть офицерский состав вуц итмый,16,"[('солдат офицер', 2), ('лайкнуть отчислить', 2), ('жиза', 1)]"
294,12950,анон,1,"[('ваш лекция муа эрекция', 4), ('парта подниматься антон', 3), ('почему тесак', 2), ('дм деталь машина дискретный математик', 5)]"
295,12925,,0,"[('смочь вход найти заблудиться рынок', 5), ('грива', 1), ('ясно автор первак', 3), ('мем первак', 2), ('пездюк потеряться поговаривать потеряться заставлять работать сисадмин сервак цдо иса', 10), ('ломо', 1), ('велодорожка', 1), ('аквилон', 1)]"
296,12916,,0,"[('хороший описание контингент итмый', 4)]"
297,12914,,0,"[('неокультура', 1), ('', 0)]"
298,12893,,0,"[('бог помочь', 2), ('девушка оч самый голова одеть дышать материал', 7), ('дефка итмый', 2), ('', 0), ('блокатор вирус', 2), ('взять', 1), ('блокатор мем', 2)]"
299,12883,отдохнуть,1,"[('клименков бывать', 2), ('час сон автор зажраться', 4), ('отдохнуть', 1), ('красава правильный огнп пош л', 5), ('', 0), ('расписание произойти косяк провести общий лекция согласовать сделать правильный расписание узнать лекция закончиться', 13)]"
300,12871,,0,"[('', 0), ('респект актёр песня', 3), ('вызывать служба пояснитель шутка', 4), ('скоро второй фильм выйти ректорский каша политех', 7), ('', 0)]"
301,12866,студент фбитый перейти курс крутой пара специальность звучать многообещающий высококлассный специалист область иб типичный пара специальность,16,"[('пентест дело обстоять', 3), ('', 0)]"
302,12841,мем категория ожидание реальность,4,"[('переименоваться клуб любитель безалкогольный пиво', 5), ('', 0), ('ход пивной культура', 3), ('кафедра пивоварение клуб', 3), ('назвать барный критика', 3), ('клуб любитель хмелить', 3), ('', 0), ('нужно научный кпсс клуб проектировщик солодовый система видимо вк ответить любить пиво иса очень', 14), ('ребята подписываться', 2), ('шутка шутка дискриминация пора встать весь рост высказаться свой предпочтение пиво шь пивной клуб шь пивная свобода', 17), ('кронверский сы', 2), ('студент уважаемый мочь зарегистрировать клуб любитель пиво', 7), ('бороться последний жив клуб любитель пиво', 6), ('', 0)]"
303,12837,,0,"[('', 0), ('каков настоящий текст', 3), ('опд', 1), ('идти учебный проц', 3)]"
304,12828,,0,"[('', 0), ('ещё пока остаться', 3), ('жук ползик', 2), ('сверху объявление менее мемной', 4), ('', 0)]"
305,12826,,0,"[('факт', 1), ('мем александр малет сорить чел знать склонять правильно твой фамилия', 10), ('картоха сумка сойти', 3), ('закончиться презик', 2), ('', 0)]"
306,12822,,0,"[('попросить бог починить выбор иса', 5), ('', 0), ('помнить любим скорбеть', 3)]"
307,12798,удача,1,"[('лох весь пара', 3), ('запас', 1), ('огнп огнп', 2), ('действительно добрый', 2), ('', 0), ('', 0), ('ещ дизайн топ', 3), ('тащиться кружочек', 2), ('приложение рассчитать правильный склонение цифра', 5), ('мочь отдохнуть', 2)]"
308,12792,,0,"[('почему вид робот иса начинаться приступ паника', 7), ('', 0), ('саша привет', 2), ('советский заяц самый страшный никакой ужастик сравниться', 7)]"
309,12784,,0,"[('долг расшатать психика', 3), ('выхлопной труба стать чуточку великоватый', 5), ('', 0)]"
310,12781,мем иса,2,"[('хахахах иса упасть', 3), ('ещё мсьё эйнштейн максвелл даламбер многий', 6), ('автор мем студент хороший спбгу факультет пм', 7)]"
311,12773,,0,[]
312,12759,,0,"[('новый ачивка', 2), ('проститут', 1)]"
313,12749,случай итмый,2,"[('выбирать', 1), ('баный твой рот хуй ошибка остаться свободный место открыть выбор глаз мочь', 12), ('список киоск чтоль заряжать', 4), ('дифичента', 1), ('стоить рушить сервер говорить ошибка политех рассказать ч исполнять', 9)]"
314,12748,,0,"[('', 0), ('', 0)]"
315,12730,,0,"[('подсказать итмый купить зион любой соккета хуанан мамка', 8), ('хороший', 1)]"
316,12726,,0,"[('годный', 1), ('привет красавчик день ммм выбрать предмет мочь помочь умный студент', 10)]"
317,12725,звонок утро итмый спать,4,"[('выбирать', 1), ('большой нравиться', 2)]"
318,12718,,0,"[('', 0)]"
319,12712,,0,"[('мужчина досят', 2), ('иронично', 1), ('иса гендер', 2), ('спасть девочка', 2), ('пацан', 1)]"
320,12704,,0,[]
321,12701,,0,"[('годный дать', 2)]"
322,12697,флешмоб продолжаться,2,"[('полный', 1), ('утро заходить иса чекать запись', 5), ('', 0), ('че париться декабрь разобраться', 4)]"
323,12681,,0,"[('хватить пилить мем огнп успевать лайкать', 6), ('', 0), ('история записываться', 2)]"
324,12669,,0,[]
325,12663,малый понятие весь понадобиться,4,"[('исука', 1), ('вообще огнп выбирать', 3), ('знать первак четверокурсник год назад', 5)]"
326,12660,,0,"[('', 0), ('', 0)]"
327,12659,,0,"[('гробовщик рука дело иначе', 4)]"
328,12653,,0,[]
329,12647,,0,[]
330,12645,,0,"[('следующий год отложить', 3), ('нужно иметь нз мем падение иса', 6)]"
331,12638,,0,"[('знать почему сегодня иса проблема открываться сильно упрощённый версия фотография гз задний фон похоже интранет', 15)]"
332,12634,,0,"[('третьекурсник', 1), ('', 0), ('четв ртый курс', 3), ('', 0)]"
333,12627,,0,"[('быстрый', 1), ('падать', 1)]"
334,12622,,0,"[('ещ вообще третий курс', 4), ('первак который мочь получить общага', 5), ('', 0)]"
335,12618,,0,"[('внутривузовкай мобильность', 2), ('егога', 1), ('ночь запланировать сутки', 3)]"
336,12611,,0,[]
337,12603,обзор сервер иса,3,[]
338,12598,иса биржа сервак,3,"[('объяснить дед первак пригореть', 4)]"
339,12595,,0,"[('начало', 1)]"
340,12577,,0,[]
341,12573,,0,"[('смочь', 1), ('иса смочь', 2), ('остальной страница прогрузиться', 3)]"
342,12571,картинка звук,2,"[('хор дисциплина иса выбрать заебись вообще че', 7), ('мама прийти', 2), ('дать че херня', 3)]"
343,12560,,0,"[('хотеть знать', 2)]"
344,12543,,0,"[('', 0), ('итмый слово', 2), ('мдэ', 1), ('новый год дн м выбор огнп', 6)]"
345,12540,,0,"[('са', 1), ('', 0), ('иса', 1)]"
346,12523,,0,"[('самый главное помнить лен область спб', 6), ('питер', 1), ('единственный курган че', 3)]"
347,12471,,0,"[('', 0), ('итмый потратить ещё рубль', 4), ('итмый заказ госдеп сша пропаганда гомосексуализм', 6)]"
348,12448,,0,"[('андрей', 1), ('попросить итмый верна бутерброд', 4)]"
349,12408,админ объявлять конкурс мем админ го май конец лето подвести итог мемас весна писать сообщение сообщество дошик руб,18,"[('поздравлять саша изис', 3), ('запостиль джва год ждать', 4), ('ясно админ проебал весенний донат совесть вернуться', 7)]"
350,12403,,0,"[('получаться мем автор пометка анон нету', 6), ('злободневный', 1), ('новенький первый мем который понять', 5)]"
351,12385,шутка хотеть обидеть обидеть хотеть,5,"[('ясно зассать захейтить слабак', 4), ('итмый питер парень сиська думать парень сиська итмый круто круто питер круто', 12), ('баба баба итмый трахать мужик', 5), ('', 0), ('', 0)]"
352,12378,анон,1,"[('', 0), ('война', 1), ('жив итм', 2), ('принять', 1)]"
353,12361,,0,"[('', 0), ('разъести', 1), ('жеска', 1), ('факт очень стко', 3), ('терминал который ещё иметь наглость опоздать сесть жрать время сдача лаб', 11)]"
354,12360,весь привет неделя переезжать университет итмый че далёкий антон,9,"[('хотеть услышать найти сын построить работа вырасти дом принять наш соболезнование', 11), ('сергеевич', 1), ('сочувствовать', 1), ('мама затроллила итмем', 3), ('', 0), ('итмем скатиться', 2), ('далёкий жопа', 2), ('псж', 1), ('идти', 1), ('боль страдание', 2)]"
355,12353,,0,"[('думать переиграть думать уничтожить уничтожить', 5), ('хахи двач крутой двач ахахи двач двач', 7)]"
356,12311,,0,"[('', 0), ('зинчик топовый', 2), ('сдать физика ефремов вылететь вагонетка начало', 6), ('зинчик топ', 2), ('', 0)]"
357,12304,,0,"[('вообще', 1)]"
358,12279,,0,"[('слева направо печисление рандомный н поп зв зд', 8), ('человек неоднократно травить однажды отправить больница острый отравление знать имя', 10), ('мо знать поход', 3), ('слева направо ноль целковый чекушка', 5)]"
359,12276,,0,"[('горбунов', 1), ('разъести', 1), ('ставить лайк знать фамилия тётка итмем', 6), ('самый хороший мем', 3)]"
360,12257,ещё авторский подгон сложный очень мем,6,"[('хах овощной', 2), ('последний топ', 2), ('смысл мем файналли каждый мем выстрел клепать куча говно', 9), ('', 0)]"
361,12241,работодатель собеседовать студент вуз спрашивать опыт пр работодатель собеседовать студент итмый,11,"[('ответ', 1), ('чувствовать шутка абитуриент сынок большой мир шутить любить шутка студент поутру однажды бомбить предложка итмем час подряд вс закончиться заш л паблик нчего нормальный мем гей весь итмем пропитать шутка поступить нибыть мем закончиться', 34), ('молодой неопытный думать нибыть обязательно закончиться время подойти закат слава котлетка пюрешка остаться прежний', 14)]"
362,12227,,0,"[('родить', 1), ('вопрос рекурсия обращаться', 3), ('пора админ итмем записываться пилить мем аппрува', 7), ('мама нести камера коммент мем', 5)]"
363,12222,ставить лайк,2,"[('андрюха выдавать комбо х говорить мем делать', 7), ('снова', 1), ('псж', 1), ('жиза', 1), ('жиза', 1), ('жиза', 1)]"
364,12214,,0,"[('запускать рекурсия', 2), ('', 0), ('', 0), ('', 0), ('псж', 1)]"
365,12211,закончить рассказывать группа преподаватель свой интересный доклад,7,"[('напоминать пара поляков', 3)]"
366,12191,,0,"[('абалдеть мама телик', 3), ('уральский мем', 2), ('первокурсник би лайк', 3), ('ясно автор первак', 3), ('информационный система университет верный помощник злой враг студент близкий год', 10)]"
367,12183,ы,1,"[('', 0), ('написать придумать', 2), ('пинальный', 1)]"
368,12177,главное потерять,2,"[('ясно автор псж', 3), ('выполнить успешно', 2), ('настоящий нормальный мем реально существовать итмем', 6)]"
369,12169,,0,"[('думать переделать паста двач явно доминировать вариант', 7)]"
370,12164,типичный фотография студак,3,"[('фотография препод итмый', 3), ('х', 1), ('документ принять фото соответствовать требование соотношение сторона светлый голова занимать менее площадь фото', 13)]"
371,12159,брать бутыль вода начинать поливать цветок остальной кабинет цдо,9,"[('', 0), ('ахахаххах найса', 2)]"
372,12151,история нибыть абитуриент ожидать искать фикс прайс найти итмый,9,"[('че', 1), ('паста ёбаный', 2)]"
373,12139,дать доступ новость иса з ы новость удалить,8,"[('надеяться ульянец заслужить', 3), ('смешной ебучаять паста', 3)]"
374,12105,привет подсесть почему рюкзак значок итмый стьюдентс понравиться значок итмый стьюдентс поддерживать итмый являться часть сообщество почему спрашивать смысл навязывать спросить ладный хотеть сидеть лаба ночь бог почему должный хотеть смысл делать срок постоять работать немножко объяснить пропагандировать пропагандировать спросить ясно сумасшедший ладный извинить потревожить отсесть,46,"[('должный сделать', 2), ('понять прекола тик ток смешно', 5), ('ебучий рот нихуй смешно пиздец сколько говорить нахуй ааааа', 9), ('кринж', 1), ('', 0), ('постыдиться постить', 2)]"
375,12086,,0,"[('классек', 1), ('', 0), ('мем говно автор лох', 4)]"
376,12062,заранее извинить простить мочь сделать,5,"[('', 0), ('охуенно', 1), ('зря битый мочить экзамен', 4), ('минута пара сидеть большой видосик длиться', 6), ('узнать видос иб большой курс учёба', 6), ('', 0), ('годнота класс', 2), ('заебись ориджинал контент гееугодный хуйня хде', 6), ('пентест кот шрёдингер зависеть наблюдатель', 5), ('', 0)]"
377,12031,студент первый неклассический участник вечный сессия неудачник должник ребёнок юный учоной подгон лаб балл цдо плохой красивый отчёт уродливый графика ммм стипух жертва студофис пожарский котлета делать работа сегодняшний требование знающий завтра ом век бояться серийный убийца ом бояться привыкнуть выбивать дверь деканат нога пить энергетика афобазола ноотропить день рубежка крутой кричать нужный помощь решение задача конец конец пойти работать макдональдс,61,"[('', 0), ('тронуть', 1), ('философия большой еле еле закрыть', 5), ('слеза', 1), ('жиза', 1), ('ориджинал контент понимать дохуй весело переделывать паста итмый выход нихуй смешно получаться', 12), ('пить афобазола день экз мочь дать очень малый эффект тревожность пить курс месяц смочь хороший экзам подготовиться', 17), ('', 0), ('хороший пост ввести студент депрессия выпуститься маленький конкуренция', 8)]"
378,12021,вс рассказать вс начаться пара физ ре очень хотеть кира сделать прийти голова мысль покатать ч м машина сергей хотеться такси деньга решить договориться сергей знать подрабатывать бомбила тип путь главный корпус нужно кира проехать сергей тип ловить останавливать тачка сажать кира кататься заподозрить должный выдать сергей бабка проезд братски вернуть договориться кошкин дом кира проходить подвалоивать сергей стоянка видеть делать далёкий ехать сторона заебись первый выйти засмотреться кира тормознуть сергей хер сергей ехать ещ сторона ловить говорить кира идти пешком такси улыбаться открывать дверь сажать назад впереть далее проехать метр думать ч сергей тормознуть назад сесть кл весь дорога пялиться говорить сергей давать ещ горьковский скатать отвезти универ сергей кивать голова приезжать итмый совать сергей тысяча наличные дост коидти говорить слушать пацан оставить чай сдача получиться очень красиво кира впечатление выйти пойти универ проводить гардероб незабываемый сергей сволач взять бухло дорогой купить оставить центр тачка ещ нажраться чувак который ехать рассказать вс кира прокатить оказаться друг сергей получить пизда сначала бабка вернуть машинка остаться центр стоять кира друг подьебошить ночью отомстить сука кол са снять проходить тачка сразу кира вспоминать жаль тачка анон,184,"[('работяга напомнить откуда паста старое сайт итмый', 7), ('пикча паста', 2), ('дружочек видимо понять', 3)]"
379,12018,ала деньга деньга ч деньга ч звонить звонить николаевич николаевич васильев знать ошибиться номер друг ч деньга деньга который внести фьючий итчо фьючий пьяный сынок тре николаевич васильев пьяный завязать лямка бан рот ч завязать завязать лямка ч кричать ала ч деньга обстоять обстоять вопрос деньга который вложить фьючий фьючий итмый фьючий смысл звонить номер звонить твой номер сынок ч сынок баный ч звонить ч кричать телефон звонить ноль фьючий пидор баный итмый итмый ч кричать хуй сопля разбить нахуй сопляк баный ч понять понимать куд вс затнуться нахуй ала пидорас баный ч приедь сюда бошка отвернуть адрес приедь сюда бошка отвернуть сопляк баный понять вс ч сделать сынок баный ч деньга понять ч деньга спрашивать вс деньга баный пидорас почему вс заткнуться ала ала ещ узнавать телефон звонить звонить офис офис находиться проспект кронверкский номер твой телефон сказать ала сказать номер телефон свой приехать моська набить нахуй вс понять нич понять сказать сынок понять папа вс ч вс давать номер телефон сюда приезжать деньга вопрос обстоять деньга который вложить вложить фьючий итмый пидорас баный,175,"[('ала мем мем ч мем ч звонить звонить знать ошибиться номер друг ч мем мем который выкладывать итмем', 18)]"
380,12012,,0,"[('новый тенденция делать мем кривая', 5), ('хах прозрачность понять', 3), ('тонко юмореска редко бывать', 4)]"
381,12008,день кронва деканат библиотека бессмысленный тупой предмет учиться ещ четверть век вс стипуха пойти маг начн шь сначала повториться вс встарь день нудный преподаван библиотека кронва деканат,27,"[('годный', 1), ('учебник сдать забыть', 3)]"
382,11992,привет закончить третий курс че далёкий антон,7,"[('', 0), ('группа написать', 2), ('большой повод закрыть подслушать', 4), ('антон курс пошлый', 3), ('весь привет закончить че далёкий', 5), ('', 0), ('привет купер', 2)]"
383,11988,анон клуб,2,"[('гост посмеяться', 2), ('кст отказаться скидка', 3)]"
384,11968,весь привет закончить первый курс закрыться отлично спбгуптд специальность информационный безопасность хотеть перевестись специальность вакантный место хотеть совершить исторический ошибка пост,21,"[('закрывать подслушать', 2), ('подслушать', 1), ('бежать', 1), ('ебан подслушок написать бежать нахуй отсюда пентест гост сидеть дрочить щека охуительный лаба эллиптический кривой философия жопа принимать', 18), ('', 0), ('представитель инфобез место держаться подать док узнать вариант узнать', 9), ('', 0)]"
385,11961,шутить итмый программист политех спбгу абитура твой лаба порвать часть тысяча отборный должник вс разнести весь семестр делать взорвать твой балл егэ бви остановиться кончать заявление поступление спрячь далёкий умник хотеть закрыть срок комиссия чудак хотеть элитный вуз привезти наш дурка повторить ошибка репетитор забыть репетитор твой отработать сво подумать будущее свой диплом погибнуть студент массово писать псж хотеть сидеть зум гитхаб твой код паскаль грязный вонючий отмазка коммит личный репозиторий нету путь весь вт сидеть канал клименков любить общаться презирать презирать свой балл свой бви свой куртка сидеть рядом бессмертный смочь добиться победа должник пиикт итип инфобез молиться балл весь форум ясно говорить сметь подавать док итмый появляться куртка бессмертный хороший подать бонч найти жёсткий проверять хотеть помочь заранее заполнить псж показать наш электронный зачётка хотеть утром обиженный должник зайти твой юзер команда твой лаба опд сдача уйти небытие шутить подумать знать кончить бедный должник кончить остальной совершить исторический ошибка твой родитель благодарный остановиться пока ещё поздно пока ещё август год,162,"[('главное валера домашний директория заш л', 6), ('дух старый школа жить', 4), ('олдскула свести', 2)]"
386,11954,,0,"[('комментарий излишний автор ясно изложить личный пост почтение', 8)]"
387,11944,знать февраль прошлое год корпус ломоносов посещать звезда сериал универ сашатаня андрей гайдуляна,13,"[('фотошоп программист', 2), ('закрывать мемблог', 2), ('смеяться', 1), ('жихарев', 1), ('респект', 1), ('абрамооооооооооон', 1), ('знать состояться релиз', 3), ('хороший форс вселенная', 3)]"
388,11939,анон сказать рэпер отчислиться сало остальной соболезновать,7,"[('плашка итсмем похожий бактерия таблетка надеяться цианид', 7), ('', 0)]"
389,11905,анон посадить мочь,3,"[('ильич вкатиться капитализм', 3), ('прикол член экспертный совет оценка работа мочь участник мммм разумно тратить деньга универ', 13), ('', 0), ('звучать хайповый', 2), ('классика', 1), ('очень удобно', 2), ('открывать бизнес делать бабка', 4), ('', 0), ('завидовать', 1), ('', 0), ('основание прошлый коммент нахуй начинать обращение андрэй хотеть сказать ёбаный андрэй нахуй йебобаный ёбаный козёл нахуй председатель человек нахуй твой итмый вылетать слюна рот выдавать деньга нахуй проект нахуй реализовать хуй знать нахуй студент видеть разница итмый нахуй почему нахуй почему студент должный студент студент вечный студент нахуй наш будущее нахуй хулить деньга получать сцук учиться ннный факультет хуй знать хулить сюда лезть неклассический человек нахуй становиться угрожать поза переходить спокойный тон запомнить хороший человек сука отдать заявление сукий въебал расследование нахуй закруться нахуй сюда лезть понять быдло ёбаный драмматически отводить голова влево смотреть вдаль давать знать разговор окончить поворачивать обратно говорить нахуй', 103), ('', 0), ('андрей суворов председатель', 3), ('серьёзно кулер вода проголосовать', 4), ('', 0), ('че пора создавать отдел прокуратура', 5), ('хороший снять должность аннулировать результат конкурс провести снова участие', 9), ('', 0), ('', 0), ('чувствовать профсоюз', 2)]"
390,11897,,0,"[('бак тож', 2), ('жиза', 1)]"
391,11892,,0,"[('тупо жиза', 2)]"
392,11889,,0,"[('ждать год азкабан', 3), ('гей решать самый гейский', 4)]"
393,11878,взглянуть оглянуться назад достать телефон попробовать списать цдо таков казаться цвета каждый окруж н каждый компьютер подвластный глаз помочь списать должный верить свой судьба попытка большой тест ещ штука январь двор п зде видеть время минута нибыть тест точно быстро списать мочь док найти ответ слышать телефон убирать молодой человек,50,"[('цдо кинг', 2), ('слеза', 1), ('пропеть заставка', 2)]"
