,text_tokens,text_length
252,начинать трансляция день открытый дверь представитель факультет рассказать направление подготовка особенность поступление присоединяться абитуриент бонч абитуриент вузыспб дниоткрытыхдвереть,18
253,спбгута выставка навигатор поступление октябрь екатеринбург пройти образовательный выставка навигатор поступление который каждый собирать площадка хороший вуз россия специалист международный организация год выставка посетить тысяча человек университет телекоммуникация принять участие мероприятие представить гость направление подготовка протяжение день работник отдел профориентация довузовский подготовка екатерина бурмин екатерина горохов консультировать школьник родитель вопрос поступление спбгута рассказывать особенность обучение интересный студенческий жизнь бонкий траектория прохождение практика дальнейший трудоустройство многий возможность который доступный студент университет участник интересоваться поступление высокий учебный заведение посетитель желать получить средний профессиональный образование поступить колледж представитель университет проинформировать весь заинтересованный ребята иметься профессия процедура поступление колледж пригласить присоединиться онлайн трансляция день открытый дверь каждый год количество студент поступать спбгута регион становиться большой университет рад приветствовать свой стена первокурсник разный город страна хотеть познакомиться наш вуз близкий приглашать сегодня октябрь первый год общеуниверситетский день открытый дверь смешанный формат,136
254,спбгута приглашать школьник класс учиться колледж принять участие специально подготовить программа бесплатный факультативный занятие занятие провести квалифицировать преподаватель факультет инфокоммуникационный сеть система радиотехнология связь цифровой экономика управление бизнес информатика итог факультативный занятие проводиться интеллектуальный конкурс результат который выдаваться сертификат давать возможность получить балл индивидуальный достижение поступление спбгута обращать ваш внимание получение сертификат требоваться посещать занятие весь вопрос связанный факультативный занятие обратиться отдел профориентация довузовский подготовка тело выбирать факультатив регистрироваться изучать расписание приходить абитуриент бонч поступление абитуриент вузыспб факультативныезанятие,78
255,регистрация школа будущее студент закрытый расстраиваться успеть весна школа снова принять ученик обучение отслеживать информация группа пропустить старт регистрация провести каникулы польза ждать весь участник осенний школа бонкий абитуриент бонч абитуриент вузыспб шбс,33
256,ярмарка факультет спбгута октябрь санкт петербургский государственный университет телекоммуникация проф м бонч бруевич приглашать общеуниверситетский день открытый дверь ярмарка факультет начало холл спбгута смочь подробно познакомиться представить направление подготовка факультет получить подробный информация особенность обучение главное напрямую задать вопрос представитель кафедра лаборатория затем аудитория факультет представить направление подготовка смочь присоединиться очно организовать трансляция группа участие мероприятие необходимо пройти регистрация ссылка ждать наш вуз,63
257,привет абитуриент встречаться бонкий санкт петербургский государственный университет телекоммуникация проф м бонч бруевич приглашать день открытый дверь год мероприятие пройти очный формат онлайн сайт посмотреть расписание октябрь декабрь год присоединяться абитуриент бонч поступление абитуриент вузыспб дниоткрытыхдвереть,36
258,регистрироваться школа будущее студент день осенний каникулы спбгута открывать школа будущее студент учиться класс школьник познакомиться университетский жизнь погрузиться мир инфотелекоммуникация посетить современный лаборатория научный центр окунуться студенческий жизнь главное сделать первый шаг определение свой будущий профессия занятие пройти день школьный каникулы октябрь ноябрь участие школа необходимо пройти предварительный регистрация ссылка указанный сайт подробный узнать планировать мероприятие отдел профориентация довузовский подготовка спбгута пр большевик далее корп каб тело расписание занятие ознакомиться прикрепить файл ждать спбгута абитуриент бонч поступление абитуриент вузыспб шбс школабудущегостудент,82
259,спбгута выставка навигатор поступление сентябрь санкт петербург состояться ежегодный масштабный выставка навигатор поступление образовательный площадка ведущий вуз колледж россия представить программа подготовка университет телекоммуникация традиционно принять участие мероприятие рассказать актуальный профессия будущее гость выставка стенд спбгута общаться работник отдел профориентация довузовский подготовка факультет информационный система технология радиотехнология связь цифровой экономика управление бизнес информатика военный учебный центр колледж телекоммуникация активист проект адаптация первокурсник абитуриент родитель узнать информация поступление университет колледж предстоящий день открытый дверь бесплатный профориентационный проект школьник заместитель декан факультет социальный цифровой технология воспитательный работа полить н доцент каф спн анастасия кульназаров выступить презентация тема цифровой профессия будущее рассказать современный актуальный специальность направление обучение сфера жизнь применить получить знание навык хотеть подробный узнать наш университет посетить бонч лично ждать близкий день открытый дверь который состояться октябрь смочь пообщаться представитель каждый факультет задать интересовать вопрос поступление встреча спбгута абитуриент бонч поступление абитуриент вузыспб,142
260,сентябрь спбгута пройти открытый урок физика учиться класс школа санкт петербург открытый занятие университет проводиться протяжение год становиться известный популярный школьник доцент кафедра физика спбгута федеральный эксперт единый государственный экзамен владимир федюшина рассказать ребята центростремительный ускорение входящий егэ урок проходить формат открытый диалог школьник внимательно слушать активно работать задавать вопрос приглашать весь желать пройти подготовка егэ физика владимир борисович подготовительный курс спбгута абитуриент бонч поступление абитуриент вузыспб подготовительныекурс физика,69
261,физика вопрос ответ завтра сентябрь состояться открытый урок физика учиться средний школа класс занятие провести владимир борисович федюшина преподаватель физика доцент кафедра физика спбгута федеральный эксперт единый государственный экзамен урок рассмотреть интересный входящий егэ стесняться задавать вопрос школьный курс физика ждать абитуриент бонч поступление абитуриент вузыспб подготовительныекурс физика,48
262,спбгута выставка образование россия рубеж сентябрь конференц зал отель холидей инна состояться выставка образование россия рубеж организовать компания мероприятие представить ведущий вуз санкт петербург москва различный образовательный организация весь мир спбгута выставка принять участие работник отдел профориентация довузовский подготовка факультет исит вуц представитель университет поделиться актуальный информация поступление ответить волнующий школьник вопрос рассказать бесплатный профориентационный программа старшеклассник заинтересоваться проект школа будущее студент нацелить ознакомление учиться класс направление подготовка спбгута студенческий жизнь запись шбс запустить начало октябрь следить новость упустить свой шанс успеть принять участие прошедший выставка смочь встретить представитель спбгута выходной образовательный выставка навигатор поступление отель прибалтийский адрес ул кораблестроитель далее м приморский абитуриент бонч поступление абитуриент вузыспб,108
263,подготовительный курс спбгута начинать день открытый дверь приглашать подключиться весь желать подготовиться сдача огэ егэ вступительный испытание успешный поступление вуз абитуриент бонч поступление абитуриент вузыспб подготовительныекурс,26
264,открыть мир приглашать учиться класс пройти обучение цифровой академия школьник уникальный авторский программа самый перспективный направление основа программирование начинающий программирование продолжать основа устройство программирование пилотирование квадрокоптер создание видеоигра стартовать занятие октябрь проводиться современный лаборатория компьютерный класс университет адрес пр большевик далее корп корп записываться заключать договор приходить,47
265,встречаться спбгута завтра сентябрь подготовительный курс спбгута проводить день открытый дверь желать подготовиться сдача огэ егэ вступительный испытание успешный поступление вуз рассказать итог поступление абитуриент год образовательный программа курс особенность обучение преподаватель результат сдача егэ вступительный испытание слушатель подготовительный курс год возможный преимущество слушатель поступление спбгута обучение университет приходить смочь принять участие организовать трансляция абитуриент бонч поступление абитуриент вузыспб подготовительныекурс,60
266,физика старшеклассник сентябрь подготовительный курс спбгута приглашать учиться средний школа класс открытый урок физика занятие провести владимир борисович федюшина преподаватель физика доцент кафедра физика спбгута федеральный эксперт единый государственный экзамен лектор урок раскрыть интересный егэ ответить ваш вопрос школьный курс физика ждать абитуриент бонч поступление абитуриент вузыспб подготовительныекурс физика,49
267,успешно пройти вступительный испытание заочный форма обучение приносить необходимый документ деканат институт непрерывный образование кабинет приниматься оригинал документ образование заполнить согласие зачисление затягивать приходить абитуриент бонч поступление абитуриент вузыспб заочноеобучение,30
268,первый встреча абитуриент новый учебный год сентябрь подготовительный курс спбгута проводить день открытый дверь желать подготовиться сдача огэ егэ вступительный испытание успешный поступление вуз рассказать итог поступление абитуриент год образовательный программа курс особенность обучение преподаватель результат сдача егэ вступительный испытание слушатель подготовительный курс год возможный преимущество слушатель поступление спбгута обучение университет приходить встречаться смочь принять участие организовать трансляция абитуриент бонч поступление абитуриент вузыспб подготовительныекурс,64
269,санкт петербургский государственный университет телекоммуникация проф м бонч бруевич продолжаться процесс заселение первокурсник общежитие случай отказ заселение незаключение договор проживание установленный срок место передать очередь студент малый балл егэ нуждаться общежитие первокурсник получить место общежитие оставаться очередь дополнительно заявка отправлять нужно заселяться течение учебный год наличие свободный место соответствие балл егэ порядок убывание интересовать вопрос процесс заселение предоставление льготный справка обращаться отдел социальный работа каб доб абитуриент бонч поступление абитуриент вузыспб общежитие,72
270,сайт приёмный комиссия разместить приказ зачисление место договор оплата образовательный услуга бакалавриат специалитет очный очно заочный форма приказ кс зачисление курс магистратура очный форма приказ кс зачисление курс средний профессиональный образование скт ф спбгута приказ кс зачисление курс,38
271,совмещать работа учёба получать теоретический знание практический навык одновременно санкт петербургский государственный университет телекоммуникация проф м бонч бруевич продолжаться приём заочный форма обучение обучение бонкий гарантировать качественный подготовка позволить выпускник реализовать стать востребовать специалист абитуриент мочь выбрать самый актуальный современный направление область экология электронный вычислительный техника программирование информационный технология информационный безопасность подать документ поступление личный кабинет абитуриент сайт приёмный комиссия регистрироваться сентябрь включительно загружать документ приходить экзамен ждать спбгута поступать бонч абитуриент бонч поступление заочноеобучение абитуриент вузыспб,77
272,подготовительный курс спбгута приглашать обучение программа подготовка огэ егэ учебный год школьник класс учиться колледж мочь пройти подготовка следующий предмет математик физика русский язык информатика обществознание история обучение начаться октябрь проходить смешанный формат курс провести опытный преподаватель спбгута пригласить педагог многолетний стаж репетиторство число федеральный региональный эксперт егэ руководитель предметный комиссия санкт петербург ленинградский область результат итоговый аттестация слушатель курс поступление спбгута получать х х дополнительный балл заключить договор обучение сентябрь ждать адрес пр большевик каб,76
273,сайт приёмный комиссия разместить приказ зачисление программа бакалавриат специалитет очный очно заочный форма обучение место договор оплата образовательный услуга приказ кс зачисление курс обучение договор оказание платный образовательный услуга,29
274,спбгута продолжаться приёмный кампания август абитуриент мочь подать заявление согласие зачисление поступить контракт контрактный место ещё доступный программа экология природопользование информатика вычислительный техника информационный безопасность спбгута крупный россия университет телекоммуникация ведущий научно образовательный центр область связь телекоммуникация данные промежуточный результат приёмный кампания российский вуз год который представить министерство наука высокий образование россия спбгута входить число самый популярный абитуриент вуз северный столица преимущество университет востребовать образовательный программа современный кампус лаборатория профессиональный оборудование программный обеспечение базовый кафедра научно образовательный центр переходить сайт приёмный комиссия изучать правило приём подавать документ спбгута ждать бонкий поступать бонч абитуриент бонч поступление абитуриент вузыспб,97
275,информация заселение общежитие уважаемый студент первокурсник сайт разместить инструкция порядок заселение общежитие спбгута внимательно ознакомиться информация следовать весь указание,19
276,спбгута тройка вуз лидер петербург количество заявление абитуриент заявление абитуриент принять год санкт петербургский университет телекоммуникация спбгута войти топ самый популярный вуз город итог приёмный кампания рейтинг составить газета петербургский дневник основа данные председатель комитет наука высокий школа санкт петербург андрей максимов первый место спбгу заявление второй политех заявление год абитуриент подать вуз петербург заявление большой прошлый весь подать заявление оценка андрей максимов приёмный кампания пройти очень высокий уровень благодарить абитуриент доверие поступать бонч абитуриент бонч поступление абитуриент вузыспб,79
277,сайт приёмный комиссия разместить приказ зачисление программа магистратура контракт очный форма обучение приказ кс зачисление курс обучение договор оказание платный образовательный услуга заочный форма обучение приказ кс зачисление курс обучение договор оказание платный образовательный услуга,35
278,уважаемый абитуриент август факультетский отборочный комиссия университет телекоммуникация работать новый режим работа абитуриент холл главное корпус спбгута пр большевик завершаться суббота август понедельник август среда август комиссия работать деканат факультет корпус пр большевик понедельник пятница поступать бонч абитуриент бонч поступление абитуриент вузыспб,42
279,сайт приёмный комиссия разместить приказ зачисление программа среднее профессиональный образование контракт спбкт приказ кс зачисление курс обучение договор оказание платный образовательный услуга акт ф спбгута приказ кс зачисление курс обучение договор оказание платный образовательный услуга скт ф спбгута приказ кс зачисление курс обучение договор оказание платный образовательный услуга,48
280,сайт приёмный комиссия разместить приказ зачисление программа бакалавриат специалитет очный очно заочный форма обучение место договор оплата образовательный услуга приказ кс зачисление курс обучение договор оказание платный образовательный услуга,29
281,сайт приёмный комиссия разместить приказ зачисление программа среднее профессиональный образование бюджет спбкт приказ кс зачисление курс обучение счёт бюджетный ассигнование федеральный бюджет приказ кс зачисление курс обучение счёт бюджетный ассигнование бюджет субъект рф акт ф спбгута приказ кс зачисление курс обучение счёт бюджетный ассигнование федеральный бюджет скт ф спбгута приказ кс зачисление курс обучение счёт бюджетный ассигнование федеральный бюджет зачисление программа магистратура заочный форма приказ кс зачисление курс обучение счёт бюджетный ассигнование,72
282,уважаемый первокурсник поздравлять поступление санкт петербургский государственный университет телекоммуникация приглашать установочный встреча администрация университет собрание первокурсник который состояться спбгута август сентябрь понедельник четверг получить полный информация предстоящий учёба факультет университет смочь задать интересовать вопрос познакомиться одногруппник нужно прийти собрание свой факультет направление график доступный сайт университет ждать бонкий,48
283,уважаемый абитуриент поступать колледж телекоммуникация санкт петербург архангельск смоленск напоминать август завершаться приём оригинал документ образование поступление очный форма обучение основной конкурсный место зачисление колледж наличие приёмный комиссия оригинал аттестат успеть представить документ срок весь возникать вопрос обращаться приёмный комиссия колледж санкт петербургский колледж телекоммуникация кренкель доб архангельский колледж телекоммуникация л розинга смоленский колледж телекоммуникация поступать бонч абитуриент бонч поступление абитуриент вузыспб колледжиспбжать,63
284,сайт приёмный комиссия разместить приказ зачисление программа бакалавриат специалитет очный очно заочный форма обучение место договор оплата образовательный услуга приказ кс зачисление курс обучение договор оказание платный образовательный услуга зачисление программа магистратура заочный форма целевой обучение приказ кс зачисление курс обучение счёт бюджетный ассигнование место предел квота целевой обучение,49
285,уважаемый абитуриент поступать колледж телекоммуникация программа среднее профессиональный образование напоминать зачисление колледж наличие приёмный комиссия оригинал аттестат август завершаться приём оригинал документ образование поступление очный форма обучение основной конкурсный место весь возникать вопрос обращаться приёмный комиссия колледж санкт петербургский колледж телекоммуникация кренкель доб архангельский колледж телекоммуникация л розинга смоленский колледж телекоммуникация поступать бонч абитуриент бонч поступление абитуриент вузыспб колледжиспбжать,59
286,хотеть продолжить свой обучение бакалавриат специалитет открыть приём магистратура институт магистратура спбгута предлагать поступать самый современный перспективный программа подготовка интернет вещь самоорганизоваться сеть защитить система сеть связь система управление инфокоммуникация мультисервисный телекоммуникационный система технология август спбгута завершиться приём заявление согласие зачисление очный форма магистратура контракт абитуриент успешно прошедшее вступительный испытание должный представить оригинал документ образование заверить копия заключить договор платный обучение подать заявление согласие зачисление приказ зачисление очный форма магистратура контракт издать август поступать бонч абитуриент бонч поступление абитуриент вузыспб,80
287,сайт приёмный комиссия разместить приказ зачисление программа магистратура очный форма обучение основной место общий конкурс приказ кс зачисление курс обучение счёт бюджетный ассигнование,23
288,сегодня стартовать приём заявление согласие зачисление место договор оплата образовательный услуга программа бакалавриат специалитет очный очно заочный форма обучение рекомендовать откладывать подача необходимый документ оформлять заявление пока место приём контрактный обучение август сайт публиковаться приказ зачисление поступать бонч абитуриент бонч поступление абитуриент вузыспб,43
289,сайт приёмный комиссия разместить приказ зачисление программа бакалавриат специалитет очный очно заочный форма обучение приказ кс зачисление курс обучение счёт бюджетный ассигнование,22
290,информация абитуриент поступать колледж телекоммуникация программа среднее профессиональный образование август завершаться приём оригинал документ образование поступление очный форма обучение основной конкурсный место обучение программа подготовка среднее профессиональный образование осуществлять санкт петербургский колледж телекоммуникация кренкель филиал университет архангельский колледж телекоммуникация л розинга смоленский колледж телекоммуникация обращать ваш внимание зачисление колледж наличие приёмный комиссия оригинал аттестат поступать бонч абитуриент бонч поступление абитуриент вузыспб колледжиспбжать,62
291,колледжиспбжать смоленский колледж телекоммуникация филиал спбгута старый учебный заведение смоленский область являться ведущий центральный федеральный округ подготовка специалист отрасль связь специализировать лаборатория центр новый информационный технология вычислительный сервисный центр учебный мастерская образовательный учреждение позволять готовить высококвалифицированный специалист широкий спектр динамично развивающийся отрасль связь инфотелекоммуникация смежный направление поступать бонч абитуриент бонч поступление абитуриент вузыспб,53
292,сайт приёмный комиссия разместить приказ зачисление программа бакалавриат направление подготовка менеджмент бизнес информатика зарубежный регионоведение реклама связь общественность контрактный основа очный очно заочный форма обучение приказ кс зачисление курс обучение договор оказание платный образовательный услуга,35
293,санкт петербургский государственный университет телекоммуникация продолжаться приёмный кампания открыть возможность поступить контрактный обучение абитуриент спбгута доступный десятка направление подготовка радиосвязь информационный безопасность учиться год зависимость форма обучение бакалавриат специалитет магистратура данные промежуточный результат приёмный кампания российский вуз год который представить министерство наука высокий образование россия спбгута входить число самый популярный востребовать абитуриент вуз северный столица август университет стартовать первый этап зачисление студент контрактник гуманитарный экономический направление подготовка август начаться приём заявление согласие зачисление технический направление подготовка издание приказ зачисление ждать бонкий поступать бонч абитуриент бонч поступление абитуриент вузыспб,88
294,санкт петербургский государственный университет телекоммуникация утвердить особенность приём место предел специальный квота положение снижение стоимость платный образовательный услуга ребёнок участник специальный военный операция территория украина днр лнр ребёнок участник специальный военный операция спбгута организовать квота общий объём бюджетный место весь программа бакалавриат специалитет ребёнок участник специальный военный операция зачислить год первый курс платный обучение спбгута выделять место скидка стоимость оплата первый год обучение поступать бонч абитуриент бонч поступление абитуриент вузыспб,70
295,колледжиспбжать архангельский колледж телекоммуникация л розинга филиал спбгута современный учебный учреждение использовать новый технология обучение известный предел архангельский область подготовка специалист отрасль телекоммуникация информационный технология ориентировать профессиональный деятельность требовать углублённый общепрофессиональный специальный знание компетенция колледж открыть мастерская создать рамка реализация нацпроект образование приоритетный федеральный проект молодой профессионал площадка позволять проводить образовательный мероприятие движение поступать бонч абитуриент бонч поступление абитуриент вузыспб,60
296,уважаемый абитуриент поступать программа бакалавриат специалитет очный очно заочный форма обучение бюджетный основа зачисление спбгута необходимо предоставить оригинал документ образование согласие зачисление отказ основной конкурсный место заполнить заявление необходимо продублировать электронный адрес факультетский отборочный комиссия фок приём документ завершаться август сегодня поступать бонч абитуриент бонч поступление абитуриент вузыспб,48
