,text_tokens,text_length
148,знать самый большой окно главный корпус наш университет вести библиотека лэти факт наш библиотека библиотека университет учредить одновременно основание технический училище почтовый телеграфный ведомство год г библиотека иметься книга журнал весь общий сумма рубль сегодняшний день год день основание фонд библиотека насчитывать миллион книга журнал количество зарегистрировать читатель превышать человек библиотека пространство наш студент мочь прийти почитать книга подготовиться занятие подробный информация библиотека лэти найти группа вконтакте знать,68
149,траектория поступление лэти способ подача документ шаг подать документ лэти способ подать документ лично комиссия университет адрес метро петроградский улица профессор попов далее корпус вход главный ворота онлайн личный кабинет абитуриент сайт вуз онлайн портал госуслуга отправить почта время работа приёмный комиссия июнь пн пт сб вс траектория поступление,49
150,полезный рассылка абитуриент пропустить важный новость приёмный кампания год подписываться рассылка который разместить виджет группа полезный новость ответ часто задавать вопрос поступать никакой спам нужно нажать кнопка подписаться дать свой разрешение приложение,32
151,грант первокурсник радость сообщать приёмный кампания год лэти запускать система грант первокурсник который поступить бюджетный форма обучение размер грант зависеть критерий суммарный балл егэ факультет который поступить абитуриент год установить новый грант размер стоимость обучение подготовительный курс лэти рубль подробный информация сайт,42
152,траектория поступление лэти индивидуальный достижение шаг подготовить документ подтверждать индивидуальный достижение поступать основный лэти учитываться следующий индивидуальный достижение аттестат отличие диплом отличие балл золотой значок гто балл волонтерство балл индивидуальный достижение который учитываться лэти ссылка индивидуальный достижение мочь начислить балл суммарно траектория поступление,43
153,скидка абитуриент поступать контракт радость сообщать приёмный кампания год лэти запускать система скидка скидка предоставляться студент очный форма обучение размер скидка студент перовой курс учебный год зависеть следующий основание высокий уровень подготовка выраженный значение конкурсный балл зависимость направление подготовка который зачислить студент участие мероприятие лэти наличие документ образование отличие наличие документ окончание подготовительный курс лэти заключение договор определённый срок подробный информация сайт,62
154,траектория поступление лэти документ шаг проверить наличие весь документ необходимый документ поступление вуз заявление приём ый курс заполняться сайт университет паспорт документ удостоверять личность гражданство оригинал копия документ предыдущий образование аттестат класс диплом спо вкладыш указать оценка документ подтверждать индивидуальный достижение поступать результат который учитываться ме обучение желание поступать снилс наличие документ подтверждать особый право особый преимущество наличие договор целевой обучение наличие траектория поступление,64
155,скоро июнь начн тся приём документ поступление лэти выпускник ждать,10
156,целевой обучение статья постараться собрать ответ часто задавать вопрос поступление целевой прочтение статья остаться вопрос мочь позвонить номер написать почта наш специалист радость ответить ваш вопрос помочь поступить заветный целевой место ждать лэти,33
157,траектория поступление лэти срок ма открывать рубрика абитуриент постараться простой слово рассказать последовательный порядок действие поступление вуз шаг пропустить срок приём документ бакалавриат специалитет ещё определиться направление подготовка ознакомиться гид специальность сайт срок ма документ бюджетный место год очный дневный форма обучение июнь июль дата поступать егэ июнь июль дата поступать внутренний экзамен срок ма документ платный место год очный дневный форма обучение июнь август дата поступать егэ внутренний экзамен заочный форма обучение июнь август дата поступать егэ внутренний экзамен сохранить календарь приём лэти траектория поступление,86
158,продлевать набор супер интенсив подготовка сдача вступительный испытание ещё неделя программа предусмотреть дистанционный онлайн курс подготовка выпускник колледж сдача вступительный испытание дисциплина основа математический метод технический наука введение теория электротехника длительность академический час продолжительность неделя начало занятие май г стоимость руб расписание занятие понедельник введение теория электротехника академ час вторник основа математический метод технический наука академ час четверг введение теория электротехника академ час суббота основа математический метод технический наука академ час записаться курс узнать подробный информация ссылка вопрос обращаться,79
159,трёхлетний программа выпускник средний профессиональный образовательный учреждение лэти пройти день открытый дверь выпускник спо выпускник рассказать следующий направление подготовка радиотехник интеллектуальный радиотехнический система конструирование технология электронный средство приборостроение лазерный акустический навигационный система электроэнергетика электротехника преимущество обучение данные направление выпускник спо обучение длиться год х возможность совмещать работа учёба занятие начинаться поступление внутренний вступительный испытание который готовить приглашать выпускник спо участие олимпиада уникальный возможность выпускник спо оценить свой знание сдача вступительный испытание олимпиада давать шанс узнать свой уровень подготовка эксперт прямо проверить работа дать обратный связь получить индивидуальный консультация результат олимпиада полезный рекомендация поступление заработать дополнительный балл поступление лэти дата мероприятие май адрес м петроградский ул профессор попов далее университет лэти участие требоваться регистрация нетерпение жд м наш мероприятие,118
160,открывать набор супер интенсив подготовка сдача вступительный испытание программа предусмотреть дистанционный онлайн курс подготовка выпускник колледж сдача вступительный испытание дисциплина основа математический метод технический наука введение теория электротехника длительность академический час продолжительность неделя начало занятие май г стоимость руб расписание занятие понедельник введение теория электротехника академ час вторник основа математический метод технический наука академ час четверг введение теория электротехника академ час суббота основа математический метод технический наука академ час записаться курс узнать подробный информация ссылка вопрос обращаться,77
161,почему наш университет сравнивать хогвартс первый корпус башня лестница форма днк который находиться корпус подниматься лестница понимать выйти действительно менять направление прогуляться убедиться знать,24
162,бюджетный место направление мехатроника робототехника направление который призвать ответить вызов современный технический мир направление который осуществлять подготовка специалист область современный проектирование исследование производство эксплуатация мехатронный робототехнический система рада сообщить направление мехатроника робототехника выделить бюджетный место минимальный балл подать документ начать участвовать конкурс математик русский язык физика подробно узнать направление ознакомиться учебный план ссылка ждать самый востребовать технический направление сегодняшний день,60
163,день открытый дверь выпускник учреждение среднее профессиональный образование спо приглашать желать поступить направление радиотехник приборостроение лазерный акустический навигационный система электроэнергетика электротехника программа мероприятие рассказать преимущество обучение индивидуальный образовательный траектория сотрудничество ведущий предприятие возможность совмещать работа учёба проконсультировать процесс подача документ правило приём ответить интересовать вопрос дата май г место проведение спбгэта лэти метро петроградский улица профессор попов дом регистрация мероприятие обязательный встреча лэти,63
164,лэти связь дорогой абитуриент скоро ждать долгий путь поступление готовый связь отвечать ваш вопрос помогать поступление удобный коммуникация ссылка собрать полезный информационный источник абитуриент социальный сеть факультет приёмный комиссия важный документ пользоваться полезный ссылка бояться инициативный генерировать новый вопрос участвовать жизнь университет встреча лэти,44
165,абитуриент екатеринбург м сегодня представитель приёмный комиссия лэти участвовать образовательный выставка адрес г екатеринбург улица горький наш университет часто сравнивать хогвартс корпус башня сегодня выставка привезти распределительный шляпа просвящение волшебник лэти хотеть узнать факультет распределить подходить стенд лэти жд розыгрыш мерч общение представитель приёмный комиссия фотография главный маг университет фон корпус лэти одолжить свой мантия радость ответить ваш вопрос помочь поступление лэти просить помощь получать главный маг лэти лэти город,70
166,летний профориентационный практика школьник спбгэта лэти самый продуктивный летний каникулы лэти потрясать день вместе май июнь вторник четверг ежедневно заявка приниматься май количество место ограничить выбор направление технический гуманитарный менеджмент участие практика бесплатный прохождение практика получить дополнительный балл поступление лэти ждать занятие лаборатория развивать мастер класс экскурсия полезный встреча преподаватель студент ещ весь интересный максимально близкий знакомство университет близкий стать студент запись практика возникать вопрос обращаться,66
167,лэти впервые пройти день открытый дверь целевой обучение апрель пройти открытый встреча вопрос поступление рамка целевой квота участник стать человек который абитуриент заинтересованный поступление целевой обучение спбгэта лэти родитель консультационный поддержка поступать подбор потенциальный кандидат заключение договор целевой обучение дальнейший трудоустройство встреча пригласить представитель ведущий промышленный предприятие санкт петербург индустриальный партнёр лэти ао нии вектор оао концерн цнии электроприбор ао концерн океанприбор ао научно производственный фирма меридиан группа компания авангард полный версия статья сайт,74
168,жить студент лэти первый электротехнический собственный арендовать комфортный общежитие который расположить недалеко университет общежитие относиться блочный тип остальной коридорный общежитие й муринский пр ст м лесной университет примерно минута пешком минута троллейбус автобус общежитие студенческий ст м лесной университет примерно минута пешком минута троллейбус автобус арендовать общежитие мсг межвузовский студенческий городок новоизмайловский пр ст м парк победа университет примерно минута транспорт общежитие наб река карповка ст м петроградский университет примерно минута пешком общежитие пр испытатель ст м пионерский университет примерно минута пешком минута троллейбус автобус общежитие торжковский ст м чёрный речка университет примерно минута пешком минута троллейбус автобус арендовать общежитие корабельный ст м кировский завод университет примерно минута транспорт знать,110
169,спбгэта лэти церемония закрытие всероссийский олимпиада школьник физика аничков дворец представитель приёмный комиссия общаться абитуриент рассказывать университет безумно первый первый первый электротехнический,22
170,день открытый дверь факультет компьютерный технология информатика факультет выпускать специалист мировой уровень узнать поступить перспективный направление бакалавриат менее перспективный направление специалитет направление подразумевать изучение язык программирование разработка сборка программирование схема работа база данные ведение проект разница направление количество иной деятельность узнать день открытый дверь дата мероприятие апрель место проведение ул профессор попов актовый зал регистрация ссылка регистрация обязательный каждый участник дода семья родитель абитуриент требоваться заполнить форма необходимо иметь паспорт нетерпение жд м наш мероприятие,75
171,военный учебный центр спбгэта лэти весь технический направление гуманитарный спойлер информация рассматриваться вариант появление военный кафедра гф стать второкурсник военный кафедра поступление начинаться конец второй курс поступить матрос запас учиться год курс офицер запас год курс специалитет курс бакалавриат курс магистратура наш университет отбор проводиться критерий здоровье средний балл зачётка сдача норматив знать,53
172,день открытый дверь факультет радиотехник телекоммуникация спбгэта лэти мероприятие смочь узнать поступление лэти факультет радиотехник телекоммуникация пообщаться студент преподаватель факультет увидеть собственный глаз интересный лаборатория задать любой вопрос представитель факультет дата мероприятие апрель место проведение ул профессор попов регистрация ссылка регистрация обязательный каждый участник дода семья родитель абитуриент требоваться заполнить форма необходимо иметь паспорт нетерпение жд м наш мероприятие,59
173,итог день открытый дверь лэти интересненький фотография день открытый дверь первый электротехнический смотреть отмечать свой друг вновь окунуться атмосфера лэти пропустить очный онлайн день открытый дверь расстраиваться запись прямой эфир который смочь найти ответ волнующий вопрос,36
174,день открытый дверь институт инновационный проектирование технологический предпринимательство сочетаться традиция самый модный тенденция создавать стартап сфера высокий технология выбирать хороший идея искать находить гений технарь упаковывать разработка успешный бизнес проект учить преподаватель человек опыт управленческий предпринимательский деятельность знать говорить работать выпускник направление менеджмент инноватик управление качество ответ вопрос найти мероприятие насыщенный программа знакомство преподаватель студент дата апрель мск место проведение ул профессор попов вход главный ворота регистрация ссылка обязательный весь участник мероприятие нетерпение жд м наш мероприятие,77
175,хотеть поступить бюджет уверенный окончание университет ждать компания мечта казаться фантазия спешить обрадовать поступить целевой квота уверенный свой будущее заинтересовать регистрироваться наш открытый встреча вопрос поступление рамка целевой квота консультационный поддержка поступать заинтересованный поступление целевой обучение спбгэта лэти подбор потенциальный кандидат заключение договор целевой обучение дальнейший трудоустройство мероприятие пригласить представитель ведущий промышленный предприятие санкт петербург индустриальный партнёр спбгэта лэти регистрация обязательный каждый участник открытый встреча семья родитель абитуриент требоваться заполнить форма,71
176,друг подводить долгожданный итог розыгрыш приз посетить день открытый дверь спбгэта лэти поздравлять следующий счастливчик анастасия шевченко михаил погуца надежда денисков уточнение информация получить приз написать сообщение группа,28
177,,0
178,день открытый дверь факультет электротехника автоматика хотеть узнать промышленный автоматизация разработка нейронный сеть программирование микроконтроллер управление электропривод корабельный энергетика ждать мероприятие программа презентация х направление подготовка электроэнергетика электротехника мехатроника робототехника управление технический система особенность правило приём год ответ вопрос рамка мероприятие возможность посетить лаборатория факультет дата апрель мск адрес ул профессор попов корпус зал видеоконференция регистрация обязательный каждый участник мероприятие семья родитель абитуриент требоваться заполнить данный форма нетерпение жд м наш мероприятие,72
179,день открытый дверь гуманитарный факультет почувствовать атмосфера первый нетехнический смочь день открытый дверь гуманитарный факультет лэти программа узнать направление подготовка лингвистика реклама связь общественность смочь задать вопрос декан факультет ответственный секретарь отборочный комиссия получить самый свежий информация изменение правило приём год дата апрель адрес ул профессор попов корпус аудитория регистрация обязательный каждый участник мероприятие семья родитель абитуриент требоваться заполнить данный форма нетерпение жд м наш мероприятие,66
180,розыгрыш мерч лэти участник день открытый дверь друг участник группа абитуриент лэти который находиться день открытый дверь выбрать случайный образ счастливчик подарить приз итог подвести пятница участие необходимо заполнить анкета ссылка,31
181,розыгрыш фотография день открытый дверь лэти прикреплять комментарий оригинальный фотография день открытый дверь хороший фотография опубликовать наградить мерч наш университет фотография презентовать актовый зал время розыгрыш,26
182,день открытый дверь лэти режим спбгэта лэти проводить день открытый дверь университет абитуриент онлайн формат программа выступление ответственный секретарь приёмный комиссия обучение лэти преимущество особенность приём год экскурсия территория университет абитуриент иметь возможность задать интересовать вопрос время онлайн трансляция выходить дом дата апрель мск регистрация ссылка нетерпение жд м наш мероприятие,51
183,календарь приём подавать документ давать попробовать разобраться заметка поступать,9
184,хороший увидеть сто услышать прочесть пост лэти выучить наизусть правило приём переписываться лэтишник хороший лично прийти университет прочувствовать атмосфера посидеть лекционный аудитория пообщаться преподаватель студент представитель университет задать интересовать вопрос звучать заманчивый возможность март состояться очный день открытый дверь первый электротехнический давать вспомнить прошлый зарегистрироваться наш мероприятие ссылка отметить календарь дата приходить окунуться атмосфера студенчество анонс лэти,57
185,март хорёвый кирилл евгениевич представитель приёмный комиссия спбгэта лэти побывать выставка горизонт образование саратов кирилл евгениевич рассказывать ребята лицей солярис типичный ошибка поступление ответить интересовать вопрос лэти город,28
186,лэти открыться коворкинг зона студент учебный год лэти появиться новый современный коворкинг зона студент мочь занимать удобный стол играть настольный игра одногруппник перерыв пара отдохнуть знать,26
187,день открытый дверь факультет электроника хотеть заниматься электроника получить глубокий знание область схемотехник проектирование электронный устройство факультет электроника лэти занимать лидировать позиция область день открытый дверь отличный возможность посетить научно исследовательский лаборатория пообщаться представитель факультет получить ответ свой вопрос особенность поступление год дальнейший обучение дата проведение март год место проведение санкт петербург ул профессор попов зал видеоконференция время начало ссылка обязательный регистрация подписываться группа абитуриент факультет электроника курс новость фэла анонс,71
188,часто задавать вопрос абитуриент статья собрать ответ интересовать вопрос абитуриент поступление вуз наслать ответ свой вопрос обращаться контакт приёмный комиссия сообщение группа контакт приёмный комиссия лэти тело почта заметка поступать,30
189,напоминать скоро март пройти очный день открытый дверь факультет информационно измерительный биотехнический система фибс ссылка обязательный регистрация требоваться оформление проход территория университет,22
190,наука настоящий будущее научно практический конференция школьник класс международный участие участие конференция позволять получить дополнительный балл поступление самый главное ребята полностью окунуться исследовательский деятельность смочь представить свой проект естественнонаучный экономический гуманитарный дисциплина юный учёный поддержка научный руководитель смочь реализовать свой идея получить бесценный опыт ключевой дата конференция год март окончание регистрация мероприятие приём тезис работа размещение личный кабинет апрель окончание экспертиза отбор работа публикация список участник пригласить конференция апрель работа конференция официальный сайт контактный информация,75
191,день открытый дверь факультет информационно измерительный биотехнический система пройти март воскресение очный формат фибс инновационный креативный высокотехнологичный факультет образовать стык прорывный направление наука техника направление подготовка бакалавр предмет егэ приборостроение биотехнический система технология математик профильный физика информатика русский язык техносферный безопасность математик профильный физика химия русский язык поступление необходимый сумма предмет обязательный предмет выбор ссылка обязательный регистрация,57
192,открытый встреча вопрос поступление рамка целевой квота приглашать абитуриент родитель студент выпускной курс бакалавриат принять участие открытый встреча вопрос поступление рамка целевой квота узнать возможность давать обучение целевой квота получить ответ вопрос процесс поступление рамка целевой квота узнать заключить договор целевой обучение пообщаться представитель предприятие мероприятие пригласить представитель ведущий промышленный предприятие санкт петербург индустриальный партнёр спбгэта лэти ждать апрель адрес спбгэта лэти ул профессор попов вход главный ворота регистрация ссылка обязательный,71
193,,0
194,весенний профориентационный практика школьник спбгэта лэти самый продуктивный весенний каникулы лэти потрясать день вместе март март вторник четверг ежедневно заявка приниматься март количество место ограничить выбор направление технический гуманитарный менеджмент участие практика бесплатный ждать занятие лаборатория развивать мастер класс экскурсия полезный встреча преподаватель студент ещ весь интересный максимально близкий знакомство университет близкий стать студент записаться практика возникать вопрос обращаться,59
195,,0
196,выставка университет красноярск сегодня жд м весь желать образовательный выставка горизонт образование санкт петербург представитель университет рассказать вс университет поступление ответить ваш вопрос поделиться заряд успех поступление метро спортивный наб река смоленка далее конгресс холл васильевский вход свободный,38
197,выставка университет прямой включение красноярск возможность пообщаться комиссия спбгэта лэти выставка университет,12
198,скоро начаться заключительный этап олимпиада школьник база спбгэта лэти объединить межвузовский математический олимпиада открытый химический олимпиада инженерный олимпиада школьник олимпиада газпром математик всероссийский олимпиада школьник математика олимпиада физтех физика олимпиада физтех математик олимпиада газпром химия олимпиада газпром физика олимпиада росатом математик олимпиада росатом физика указать время начало олимпиада приходить заранее минута забывать паспорт необходимый бланк личный кабинет весь информация указать канцелярский принадлежность хороший настрой взять вкусняшечка бутылка вода спб ул профессор попов дом корпус,74
199,нужно среднее профессиональный образование идти далёкий учиться вуз продолжение обучение высокий учебный заведение ряд преимущество приобрести новый теоретический практический навык расширить карьерный возможность желание сменить профессия ещ возможность поступление результат егэ сдавать вступительный испытание вуз приглашать выпускник спо дистанционный курс предназначить подготовка поступление лэти основный информация курс начало запись январь год длительность академический час месяц небольшой теоретический видеоролик онлайн занятие преподаватель отработка методика выполнение задание каждый тема занятие проходить неделя академический час начало занятие час общий стоимость обучение месяц курс руб профильный дисциплина основа математический метод технический наука введение теория электротехника предмет поступать выпускник спо лэти привычный математика физика подробный информация доступный сайт,103
200,мероприятие абитуриент лэти сегодня стена первый электротехнический посетить десятиклассник газпром класс представитель комиссия рассказать школьник правило ма ошибка поступление факультет электротехника автоматика пров л ребята экскурсия лаборатория смочь посмотреть послушать установка попробовать свой сила некоторый стенд рада видеть спбгэта лэти хотеть посетить наш университет мочь обращаться центр абитуриент телефон,49
